ip_address,geo_lat,geo_lng,is_vpn
70.218.28.162,27.26976,77.4407,False
7.85.104.110,27.53545,76.58349,False
103.48.38.154,23.78632,86.44431,False
63.218.136.158,21.17161,79.06961,True
179.75.55.131,28.6889,77.26335,False
53.32.198.37,28.59723,77.25135,False
120.46.69.184,25.15128,75.89036,False
168.173.136.185,28.4639,77.31119,False
89.120.38.92,27.15264,78.07999,False
164.243.145.113,28.51651,77.35336,False
140.81.89.155,28.69446,77.19614,False
76.186.62.51,23.67098,86.9566,False
151.126.226.29,28.40828,77.30675,False
124.209.216.189,12.88621,74.83558,False
10.52.154.240,21.24881,79.07693,False
196.136.135.183,19.12426,72.9622,False
41.243.22.123,18.60277,73.87218,False
90.169.47.214,22.59174,88.18148,False
177.53.236.135,28.89001,76.60482,False
93.185.184.118,22.55198,88.29306,False
168.115.136.191,26.95593,75.86126,False
156.104.118.112,12.29595,76.65641,False
149.223.70.195,13.00259,77.61159,False
116.102.112.175,28.55976,77.3646,False
75.103.233.243,26.79892,80.96808,False
81.104.73.56,19.05318,72.93431,False
223.242.39.7,24.62276,86.66747,False
35.108.129.141,28.45993,77.06635,False
95.94.172.194,23.55544,87.24411,False
73.39.78.136,28.48607,77.41352,False
184.116.209.12,19.06775,72.94212,False
170.22.86.45,22.64675,88.31511,False
43.121.167.241,28.82013,76.55734,False
170.89.143.41,22.59091,88.38477,False
22.120.212.121,23.94867,86.84101,False
31.46.82.88,23.30012,85.42368,False
45.218.246.192,28.47343,77.33835,False
112.74.248.243,27.19305,77.96847,False
85.237.205.237,26.90382,75.70933,False
38.247.99.220,27.53064,76.63212,False
219.1.157.10,25.2948,75.88298,False
84.14.69.171,19.05627,72.77124,False
181.62.144.163,23.29428,85.37125,False
113.118.111.176,28.63117,77.42576,False
22.50.103.58,28.98847,76.63003,False
46.180.139.77,22.59034,88.25096,False
89.253.16.44,28.7123,77.43482,False
29.76.139.99,25.22836,75.93848,False
44.238.213.156,27.52587,76.65771,False
15.38.145.93,23.37669,85.30916,False
190.96.83.196,15.35423,75.14353,False
24.135.133.8,28.086,76.85322,False
111.229.72.121,21.12952,79.11369,False
215.153.108.160,23.52241,87.24758,False
23.244.205.40,26.99769,75.8098,False
69.181.140.211,25.19612,75.8096,False
161.61.232.191,23.89558,86.43702,False
194.120.157.113,19.20888,72.95688,False
159.57.50.202,28.32453,77.27129,False
67.57.49.190,26.81761,80.92793,False
94.60.245.71,18.46223,73.8648,False
128.226.9.54,27.20965,77.51701,False
165.176.34.250,15.38733,75.14004,False
65.54.232.137,28.54991,77.37838,False
97.200.41.54,19.22792,73.0347,False
210.249.112.15,28.64171,77.15794,False
215.233.204.63,18.54721,73.83742,False
106.56.24.152,25.2139,75.8789,False
185.116.56.234,25.18691,75.92622,True
50.190.188.225,26.84995,75.80781,False
107.15.163.79,15.3565,75.09495,False
42.30.97.19,18.61655,73.91307,False
100.42.119.18,19.17731,72.98367,False
101.176.166.232,27.18448,77.46122,False
17.13.104.111,28.50161,76.98071,False
214.135.164.153,28.68702,77.24946,False
22.165.110.94,25.12119,75.84852,True
56.231.241.128,23.34608,85.35764,False
143.102.238.82,27.20893,77.96412,False
39.129.147.162,23.33116,85.38351,False
5.28.45.65,28.39393,77.35141,False
140.228.32.3,19.06555,72.91163,False
107.189.57.187,22.64371,88.34106,False
155.62.45.11,28.37982,77.24025,False
3.183.248.50,27.17828,77.51499,False
41.217.134.121,15.36194,75.06438,False
192.51.218.200,27.13662,77.94437,False
32.72.130.86,19.1856,72.98887,False
154.138.73.116,28.63038,77.27133,False
73.100.195.206,22.57415,88.3513,False
135.231.72.196,22.59122,88.23706,False
115.82.0.122,27.26556,78.04104,False
217.225.129.185,19.14471,73.00636,False
104.46.129.172,27.23203,77.53563,False
9.141.31.242,28.42722,77.34696,False
101.156.89.4,28.56203,77.3812,False
74.154.6.58,18.52832,73.90782,False
160.206.195.79,28.36867,77.22739,False
22.250.106.217,27.22226,78.01803,False
84.128.12.39,27.28703,77.98191,False
38.77.149.81,27.20069,77.6247,False
90.239.66.228,28.43895,77.33443,False
206.229.29.149,22.55888,88.23279,False
23.86.150.167,28.01488,76.95088,False
57.48.50.177,12.9148,74.84524,False
159.109.253.178,23.84468,86.49498,False
118.222.11.10,21.15335,79.11716,False
171.70.74.50,28.6116,77.16182,False
54.124.223.111,23.28498,85.3262,False
39.211.127.157,27.23812,77.43498,False
85.78.35.187,19.09415,72.91257,False
158.213.19.23,28.59859,77.18449,False
186.74.122.25,28.67671,77.24982,False
180.223.54.153,12.92257,74.90598,False
17.87.193.215,28.64247,77.27209,False
46.63.134.142,24.4985,86.75726,False
16.195.31.25,28.52976,77.47065,False
206.178.48.244,23.88106,86.83693,False
91.193.149.88,27.60201,76.64866,False
89.151.46.57,28.38743,77.0821,False
32.41.95.234,22.59496,88.3547,False
43.13.247.235,28.67271,77.48236,False
12.168.239.15,22.57708,88.4137,False
89.144.206.94,12.97241,77.57155,False
214.44.200.37,23.95649,86.79778,False
25.164.194.242,28.0806,77.06259,False
89.185.25.117,19.11624,72.88389,False
64.214.90.20,23.55452,87.3084,True
66.126.22.95,27.58456,76.65861,False
68.226.235.209,27.44875,76.65405,False
208.38.108.182,28.36902,77.05007,False
184.182.183.210,12.98859,77.61761,False
15.115.233.236,23.81004,86.33471,False
16.99.119.77,19.18815,72.95849,False
20.149.170.73,26.98005,75.86061,False
183.241.100.238,12.94234,77.62403,False
68.63.211.36,19.14033,72.83636,False
166.78.34.41,25.20023,75.8638,False
21.136.44.55,12.34558,76.60489,False
203.222.130.178,24.50706,86.70408,False
221.76.204.56,23.55573,87.30816,False
170.177.61.175,23.65536,86.90716,False
152.86.255.3,28.85285,76.63898,False
100.7.121.142,23.67959,87.00635,False
50.133.188.33,27.59429,76.67309,False
170.62.194.54,23.36915,85.3629,False
148.51.191.2,18.54842,73.84382,False
4.5.110.64,23.31561,85.27788,False
50.126.240.102,28.45996,77.02079,True
98.238.78.38,26.90652,80.94997,False
102.210.62.65,23.53257,87.27081,False
115.152.147.53,15.44117,75.12723,False
38.190.107.32,13.00922,77.65164,False
152.233.37.203,23.48729,87.25138,False
29.239.129.102,22.62299,88.23935,False
208.41.52.156,23.31188,85.27579,False
133.71.190.18,28.08794,76.96346,False
56.23.149.83,22.55787,88.2381,False
86.58.38.251,26.87832,75.88887,False
103.174.235.201,19.07151,72.95496,False
37.225.81.95,28.58963,77.17068,False
76.22.155.197,24.51928,86.81479,False
40.217.99.246,23.87076,86.4505,False
151.181.165.112,21.17014,79.09516,False
205.85.205.85,13.04278,77.64439,False
128.215.144.15,24.4678,86.69701,False
41.42.153.77,28.1604,76.97768,True
15.176.59.25,26.87319,75.87861,False
1.159.239.193,23.60922,86.91175,False
49.165.194.99,19.11038,72.90501,False
14.251.24.160,24.01478,86.83037,False
42.35.201.206,27.13125,78.02902,False
64.183.82.168,23.4766,87.28092,False
151.9.70.205,15.2898,75.0884,False
171.83.35.239,22.50751,88.35358,False
23.24.40.49,12.97366,77.59152,False
169.220.122.34,27.1877,77.44377,False
119.139.201.157,27.59006,76.68006,False
189.23.217.226,12.84384,74.90431,False
166.210.95.41,26.77493,75.78535,False
126.143.239.123,13.01003,77.56674,False
99.135.9.221,28.13011,76.99795,False
126.175.247.140,12.27049,76.67178,False
190.17.135.212,28.4737,77.05586,False
13.158.59.111,26.82929,80.98441,False
96.210.186.143,18.50314,73.72151,False
10.26.225.38,23.81086,86.43663,False
7.5.20.202,23.88962,86.39695,False
100.119.104.96,19.06299,72.78479,False
69.191.202.53,27.21528,77.37974,False
1.247.183.8,23.81462,86.97116,False
16.139.207.195,23.6597,87.04865,False
4.0.42.160,19.25436,73.05119,False
218.255.41.30,12.201,76.71045,False
159.19.231.226,22.62134,88.4294,False
32.209.108.66,15.41487,75.17797,False
66.15.83.59,12.84441,74.82472,False
173.1.128.37,26.83312,75.74128,False
72.129.159.63,23.38725,85.26889,False
106.150.77.16,27.26899,77.4043,False
87.110.219.194,28.55438,77.23353,False
55.173.100.62,22.60485,88.46663,False
72.76.71.223,19.34294,72.95672,False
140.23.201.138,27.17475,78.04036,False
150.225.187.182,28.45631,77.12771,False
34.110.184.209,22.60767,88.1963,False
57.245.203.202,23.83165,86.46156,False
169.115.40.191,19.02097,72.79098,False
177.56.86.57,23.80254,86.40799,False
110.214.71.237,28.86054,76.59832,False
122.166.125.198,28.56891,77.38365,False
178.215.35.224,19.08742,72.90932,False
82.139.73.69,28.02863,76.96312,False
178.91.174.219,23.64906,86.94246,False
85.205.37.112,28.93302,76.58463,False
105.215.52.42,27.00364,75.72652,False
51.10.148.251,23.46763,87.35386,False
30.109.36.187,23.76936,86.41812,False
123.101.45.78,19.20551,73.02081,False
185.24.232.166,23.45126,87.3075,False
73.155.212.46,12.30038,76.54579,False
221.170.27.15,21.17394,79.08908,False
33.183.50.147,19.28009,72.94032,False
30.119.16.252,23.60994,87.28008,False
160.241.218.105,27.19351,77.42348,False
145.64.207.116,18.5599,73.78561,False
202.46.90.197,23.32888,85.26771,False
148.61.87.68,23.56981,87.21176,False
179.189.180.192,28.61746,77.37561,False
182.104.111.165,23.89311,86.7632,True
17.122.25.190,27.52052,76.57193,False
70.232.172.25,23.99585,86.88964,False
117.123.179.242,28.56724,77.38255,False
96.36.130.88,28.89393,76.53443,False
176.111.19.106,12.95739,74.89167,False
89.8.63.182,22.58793,88.25559,False
146.46.185.197,23.47949,87.22609,False
202.71.253.132,26.94065,75.79585,False
14.190.51.194,24.45186,86.75315,False
112.39.210.56,23.74684,86.48126,False
86.118.137.160,24.46327,86.7678,False
35.47.117.135,24.02841,86.85612,False
115.127.208.142,19.07968,72.84039,False
175.33.10.228,12.31578,76.62102,False
100.255.136.76,23.24464,85.33663,False
52.66.200.209,24.48485,86.76579,False
123.4.189.96,28.71445,77.51192,False
29.174.145.22,23.46797,87.2743,False
192.243.132.80,27.08983,78.06398,False
64.103.131.22,23.74156,86.45013,False
112.77.131.40,27.30192,77.45379,False
174.199.191.130,23.32193,85.36441,False
210.198.244.136,28.5478,77.38957,False
53.246.78.205,25.24222,75.77624,True
126.28.231.117,12.91004,74.83176,False
131.180.211.186,22.55447,88.34151,False
17.10.239.126,23.31461,85.25278,False
174.195.73.195,23.78153,86.46095,False
173.158.201.117,23.34168,85.28632,False
67.221.76.157,27.17396,77.5513,False
143.81.156.167,22.49789,88.36124,False
80.180.250.53,21.09479,79.09327,False
157.255.62.3,23.31531,85.32021,False
188.48.78.209,22.66188,88.40824,False
144.218.60.222,21.09328,79.10958,False
82.179.190.82,27.27158,77.42412,False
123.164.131.72,19.25876,72.97012,False
215.13.218.87,28.58093,77.40551,False
70.51.216.140,23.34516,85.1749,False
24.104.164.206,15.30185,75.15621,False
211.87.194.87,28.12357,77.02288,False
53.134.227.198,27.24259,77.56458,False
55.111.230.112,28.46793,77.41232,False
56.66.15.154,27.19617,77.4562,False
47.116.199.93,28.57485,77.35609,False
106.106.161.252,25.18312,75.90885,False
159.66.101.165,25.17042,75.86832,False
212.222.41.82,15.23666,75.10169,False
170.40.53.110,26.87695,75.72314,False
7.4.56.61,27.1771,78.04774,False
176.47.151.26,22.54342,88.44572,False
61.101.1.77,24.49854,86.68047,False
141.141.71.206,23.95758,86.7941,True
55.149.181.132,28.71192,77.40445,False
25.215.100.163,13.06353,77.57757,False
199.46.226.224,26.83456,75.72135,False
182.30.170.149,26.8254,80.94746,False
148.201.68.64,12.29381,76.64814,False
179.121.200.204,28.47309,77.22331,False
157.40.16.124,28.3827,76.96964,False
130.15.119.131,19.04381,72.85125,False
102.1.87.218,19.22732,72.91051,False
38.167.112.167,22.6071,88.34324,False
214.111.152.234,28.50979,77.21253,False
11.79.157.61,23.67902,86.86595,False
216.40.163.249,22.62543,88.39808,False
36.111.37.54,22.56454,88.45837,False
106.38.27.89,18.55084,73.8115,False
92.213.87.115,22.45886,88.24128,False
192.42.210.74,19.08978,72.85297,False
113.143.78.28,24.44747,86.71822,False
217.128.134.15,22.57484,88.2169,False
200.12.168.38,28.70999,77.27253,False
137.166.78.187,19.11195,73.04672,False
217.135.114.168,19.22194,72.97982,False
28.30.225.28,12.95773,77.65654,False
35.18.190.19,12.8774,74.78419,False
126.111.26.109,28.72132,77.44702,False
89.27.180.112,18.56057,73.84671,False
107.99.66.10,28.4601,77.02725,False
164.83.228.221,27.18233,78.08736,False
164.83.77.247,28.66654,77.37979,False
221.149.72.252,15.46769,75.11456,False
42.97.108.253,21.18344,79.09371,False
78.37.136.38,12.94768,77.54781,False
149.60.70.223,27.51386,76.69442,False
140.166.199.230,12.33919,76.56008,False
96.11.212.6,27.22433,77.65156,False
213.48.69.61,22.60776,88.28976,False
70.95.176.25,24.44924,86.60451,False
154.84.151.48,23.72026,87.04094,False
145.75.209.165,19.13558,72.95331,False
84.207.40.208,19.14249,72.78112,False
208.45.45.5,28.47469,77.11098,False
83.161.165.16,23.46108,87.3836,False
82.66.233.197,12.94652,77.60148,False
124.65.217.44,23.67769,86.99727,True
105.91.28.52,23.6607,86.90587,False
197.207.186.88,27.61242,76.619,False
134.10.140.147,28.47695,77.23564,False
77.171.75.38,15.41502,75.23837,False
5.88.220.216,19.21565,73.03619,False
16.75.147.125,22.65953,88.29481,False
119.74.229.115,15.38838,75.10468,False
34.112.21.213,21.24124,79.05301,False
68.185.46.248,27.44173,76.58007,False
184.58.197.148,27.1863,77.46913,False
30.189.107.133,24.47092,86.69493,False
52.132.159.230,18.55052,73.7965,False
44.26.228.64,12.93879,74.82704,False
15.170.137.23,22.55542,88.28571,False
29.25.249.26,15.3726,75.09578,False
198.196.229.191,21.23029,79.15531,False
209.244.104.247,28.70775,77.43426,False
18.88.190.88,28.80667,76.6403,False
155.181.170.140,28.57613,77.48839,False
104.29.176.87,27.07921,77.99149,False
76.186.224.180,19.19054,72.99741,False
79.129.178.77,12.8274,74.93263,False
139.140.59.25,27.46065,76.62067,False
49.245.201.173,26.83698,75.77523,False
155.188.253.171,28.72657,77.38703,False
136.5.182.250,12.32848,76.66544,False
72.132.137.216,26.90299,75.80339,False
197.34.159.148,19.21558,73.03362,False
157.2.35.190,22.6226,88.218,False
60.5.61.145,24.4588,86.62709,False
203.88.61.116,23.38265,85.28894,False
50.61.19.197,27.19036,77.43403,False
36.232.128.35,15.43665,75.16064,False
219.146.23.96,23.73074,87.01816,False
192.248.180.234,28.65302,77.16753,False
24.222.201.39,12.39454,76.68426,False
95.204.1.191,24.47419,86.70357,False
148.146.60.206,22.59871,88.27049,False
205.108.3.8,27.1827,77.47729,False
117.125.27.62,12.20463,76.68157,False
32.191.50.140,18.58248,73.83624,False
17.195.120.99,26.84417,81.01143,False
120.26.73.85,19.05193,72.88675,False
60.156.176.166,28.45683,77.0698,False
10.77.238.39,28.5868,77.31544,True
176.109.200.109,24.37219,86.71413,False
161.181.159.199,28.44773,77.31481,False
70.143.126.48,26.81986,80.8936,False
35.88.178.96,28.84733,76.55241,False
214.125.246.208,28.48044,77.33735,False
38.65.240.161,21.19572,79.086,False
22.226.115.36,24.48959,86.66174,False
6.100.186.169,27.57755,76.6989,False
112.184.230.236,28.91327,76.7047,False
37.215.22.20,19.30647,73.08279,False
144.153.252.59,18.51706,73.96086,False
114.216.191.221,19.26058,72.88103,False
113.126.189.175,27.54196,76.61181,False
29.230.91.159,12.9654,74.82493,False
184.118.131.180,19.29256,72.96231,False
72.96.153.17,12.90222,74.84745,False
102.166.33.54,19.08806,72.86432,False
118.105.200.66,27.55558,76.57725,False
194.80.223.218,23.39285,85.20182,False
66.236.125.112,28.50754,77.33374,False
80.63.220.187,13.01898,74.76791,False
78.25.119.252,27.26615,77.42091,False
20.3.168.113,12.82491,74.77501,False
132.194.201.3,22.62787,88.26405,False
23.87.36.254,23.36148,85.29667,False
131.237.190.70,25.1251,75.89905,False
207.20.205.41,12.29229,76.56943,False
129.159.157.192,24.00335,86.78175,False
54.45.87.122,26.84193,80.9444,False
55.103.23.21,27.16656,78.08502,False
95.130.42.29,27.2578,78.00769,False
203.133.149.95,27.26579,77.47569,False
159.209.152.53,23.63027,86.95001,True
117.34.153.200,21.19633,79.06721,False
3.94.62.82,27.22545,77.53819,False
72.90.6.240,12.98255,77.64786,False
161.234.59.77,26.83989,75.85786,False
9.160.98.214,28.26719,77.26995,False
62.18.147.169,23.65135,87.01548,False
171.2.245.25,23.25611,85.22945,False
179.72.105.228,25.25312,75.92553,False
200.118.233.249,22.58852,88.2607,False
113.164.184.182,28.84104,76.67755,False
66.126.216.97,21.13674,79.07212,False
43.149.48.32,25.25477,75.84108,False
130.158.31.66,27.14075,77.99486,False
135.56.19.107,23.9889,86.89214,False
26.212.231.95,27.20788,77.98319,False
94.128.241.7,28.09081,77.04107,False
136.70.159.121,19.18904,72.90826,False
17.122.165.208,23.43336,85.36,False
146.179.152.155,27.15824,78.0429,False
61.178.175.164,27.62212,76.61691,False
162.249.183.213,22.51087,88.44174,False
174.147.111.101,28.91328,76.57043,False
7.223.50.193,22.6272,88.32595,False
16.65.195.231,18.51396,73.80642,False
199.213.207.31,28.65262,77.24888,False
114.252.129.249,22.63622,88.42541,False
28.128.160.46,19.29562,72.98192,False
219.250.84.57,23.30031,85.28528,False
14.32.207.225,19.19958,72.90902,False
170.207.64.214,19.11398,72.8264,False
172.9.67.157,23.7441,86.88127,False
99.37.238.244,15.43675,75.10211,False
214.55.74.248,25.25214,75.95029,False
61.182.205.40,28.67468,77.30439,False
164.214.148.232,13.01256,74.77685,False
147.50.125.136,28.63803,77.23321,False
58.98.176.95,22.49361,88.34721,False
138.33.103.225,27.23744,77.97808,False
140.250.201.240,28.83485,76.63443,False
158.26.187.7,26.89657,80.97215,False
108.244.145.27,27.25565,78.03003,False
150.137.156.13,19.03038,72.89453,False
141.174.91.68,12.26846,76.65592,False
172.33.37.237,26.86394,80.97532,False
154.158.232.102,19.13601,72.99567,False
28.103.184.157,19.17976,72.9502,False
78.98.109.36,26.87727,81.00666,False
122.161.224.61,21.17896,79.09656,False
185.181.68.36,19.06649,72.89461,False
207.11.215.222,26.97517,75.75877,False
52.202.106.140,23.52239,87.29689,False
223.239.137.91,23.37294,85.30045,False
140.168.95.213,23.42743,85.31167,False
37.255.237.238,27.52929,76.58631,False
164.39.183.13,23.54146,87.2849,False
164.217.29.91,28.85849,76.66423,False
182.117.96.99,12.93353,74.81313,False
29.5.47.241,28.42298,77.0126,False
119.92.246.172,12.95562,74.92195,False
198.15.138.90,19.16715,72.95385,True
11.187.246.156,24.37612,86.69966,False
151.1.81.225,23.32207,85.33274,False
27.22.75.250,23.30445,85.31355,False
160.4.209.94,19.21904,73.00672,True
184.55.157.241,15.40519,75.07842,False
89.82.200.228,25.22413,75.79248,False
166.173.35.251,13.03028,77.55152,False
176.243.141.146,22.49509,88.34757,False
183.107.135.249,28.57749,77.39845,False
179.197.120.94,23.33784,85.3155,False
217.168.171.144,27.16317,78.01909,False
67.149.79.81,12.93295,77.6431,False
2.111.94.198,22.56955,88.33809,False
90.243.100.230,28.4497,76.97786,False
9.112.139.129,28.44241,77.35546,False
202.236.108.12,28.5988,77.41872,False
59.250.241.176,28.49285,76.93727,False
66.234.57.65,21.09166,79.06843,False
199.224.11.97,28.51524,77.45,False
30.176.179.154,28.62933,77.12465,False
206.202.112.38,19.0583,72.92067,False
73.102.68.182,27.14923,77.9527,False
178.202.80.51,19.18314,72.88818,False
8.255.66.215,12.87679,74.78003,False
177.76.92.56,18.49572,73.88938,False
69.179.159.203,22.53756,88.32775,False
175.250.184.225,28.48338,77.35025,False
2.203.75.19,27.11498,77.51149,False
114.152.34.64,23.81127,86.41625,False
58.81.240.180,28.4565,77.08806,False
160.3.63.199,26.83495,80.8904,False
211.216.170.122,28.70036,77.40888,False
212.71.102.7,28.48308,76.97992,False
54.45.181.76,22.57219,88.39756,False
155.93.36.144,22.58447,88.26416,False
208.174.183.60,28.63248,77.19439,False
22.165.39.60,28.57919,77.38802,False
22.125.192.3,28.74525,77.3961,False
104.36.86.188,27.16591,78.11004,False
51.178.127.7,27.54489,76.55003,False
75.85.185.95,23.63488,86.85469,False
43.211.206.66,26.87313,80.98348,False
58.35.211.228,18.51342,73.87344,False
44.59.78.57,12.97539,77.61764,False
200.61.146.191,12.97891,77.59097,False
150.11.29.160,28.68162,77.47048,False
83.171.85.215,12.23447,76.59692,False
212.200.86.84,24.00726,86.81424,False
200.252.236.82,23.99932,86.70011,False
116.101.33.36,26.81508,81.00937,False
216.250.49.168,13.00703,77.5255,False
15.151.111.100,28.89222,76.6584,False
151.240.0.28,24.54466,86.68886,False
73.7.43.79,28.70556,77.43038,False
3.145.167.204,28.50111,77.35017,False
37.85.171.235,23.45604,87.30581,False
26.172.213.30,28.10977,76.99108,False
95.69.52.226,28.53039,77.41526,False
30.249.79.149,23.29061,85.34264,False
178.157.43.173,12.99646,77.55363,False
66.211.167.240,27.12172,77.9531,False
215.45.2.54,21.14093,79.1006,False
206.221.198.6,28.63132,77.24272,False
200.179.141.9,19.22799,72.99182,False
93.39.72.99,28.43961,77.37435,True
66.204.29.181,18.55852,73.82416,False
174.225.153.103,27.24562,77.50523,False
52.41.255.140,23.69788,86.83069,False
144.233.50.248,28.34948,77.43008,False
192.190.232.140,28.52284,77.25625,False
196.111.62.243,23.77808,86.95704,False
46.134.173.6,27.55937,76.7038,False
109.5.134.149,24.03979,86.82592,False
104.169.164.107,23.40205,85.28996,False
40.21.239.46,24.00832,86.79459,False
103.27.18.122,12.97557,77.60532,False
56.3.165.77,22.61097,88.43369,False
77.236.218.20,27.23659,77.46283,False
174.208.198.171,12.98186,77.51294,False
43.2.172.9,23.64044,86.86155,False
94.144.9.154,23.88909,86.74716,False
65.126.214.185,26.91256,75.79211,False
171.193.137.192,28.54997,77.40069,False
116.185.116.106,27.19312,77.59857,False
149.190.107.28,24.01667,86.78102,False
4.60.75.152,23.69485,86.86226,False
129.143.96.151,23.75805,86.38921,False
176.237.225.254,23.90636,86.89374,False
168.188.254.224,19.07689,72.92963,False
145.240.44.146,28.63659,77.46507,False
57.34.187.152,28.38608,77.30436,False
106.215.103.120,26.87682,80.97644,False
62.239.205.162,23.9516,86.66098,False
27.143.77.243,18.47304,73.8418,False
60.128.68.158,27.18719,77.46567,False
99.64.191.184,23.7985,86.35547,False
148.35.35.30,26.86075,80.93888,False
217.185.95.55,15.38309,75.1225,False
172.136.121.220,23.52268,87.36646,False
143.127.152.248,18.5513,73.79912,False
25.249.202.164,21.06749,79.16419,False
153.16.76.56,26.99561,75.74983,False
7.211.237.6,21.07135,79.12559,False
25.181.93.180,28.47764,77.30849,False
117.162.52.253,26.93194,75.86083,False
78.17.82.173,28.59461,77.33387,False
4.23.140.68,22.50512,88.34058,True
125.96.80.251,27.2533,77.42761,False
15.111.103.215,22.60528,88.31357,False
137.53.166.9,23.70214,86.98305,False
12.173.139.13,19.29899,73.03081,False
103.74.58.54,27.61062,76.69952,False
93.6.67.41,19.07186,72.8001,False
220.199.155.98,26.92277,75.68673,False
122.246.190.114,19.08246,72.95568,False
2.228.251.246,28.6761,77.19975,False
208.16.164.202,23.98209,86.81276,False
57.48.152.122,19.25651,73.06627,False
135.110.103.251,24.50327,86.66004,False
206.180.153.5,28.70445,77.19824,False
215.103.46.21,27.19122,77.46487,False
83.215.145.110,12.34961,76.55007,False
181.86.243.198,22.59837,88.29554,False
140.250.96.7,28.47939,76.92804,False
1.102.77.212,27.16624,77.4806,False
16.39.114.7,15.37709,75.12879,False
192.55.142.254,18.50575,73.93975,False
54.90.161.106,24.46404,86.74717,True
173.181.77.156,24.41725,86.6973,False
165.110.249.17,12.2815,76.59227,False
145.116.239.197,27.19211,77.46903,False
122.65.63.96,12.93757,74.85632,False
25.70.47.40,23.73877,87.11407,True
218.227.193.162,23.27353,85.42721,False
96.242.38.225,22.52437,88.27951,False
130.116.146.176,23.87736,86.72173,False
190.234.216.160,23.95502,86.79582,False
111.213.90.117,21.0521,79.01743,False
115.37.245.234,23.2473,85.31335,False
13.210.167.253,19.29779,72.99886,False
102.30.156.19,28.00457,76.921,False
22.75.163.241,23.35666,85.35307,False
131.251.51.94,13.01953,77.55147,False
212.191.200.38,23.74981,86.87591,False
142.156.202.76,28.41816,77.01031,False
179.129.172.6,26.79775,80.98098,False
216.96.236.205,27.52478,76.59334,False
209.245.231.74,25.22692,75.87115,True
86.62.108.18,28.58673,77.21208,False
112.103.17.219,23.71035,86.95169,False
136.16.61.70,26.95907,75.77305,False
65.130.117.98,12.27566,76.61064,False
5.161.112.249,28.6029,77.20024,False
90.21.222.95,12.83176,74.81509,False
148.30.132.14,22.63616,88.36417,False
211.14.45.103,28.92761,76.68367,False
86.166.14.86,12.93629,77.61832,False
188.116.176.131,15.41249,75.16056,False
48.254.163.132,12.3112,76.61177,False
55.156.89.132,26.91254,75.81377,False
10.92.168.66,25.13865,75.80042,False
54.191.144.197,24.00392,86.78664,False
206.88.51.152,22.59559,88.40854,False
103.78.100.144,19.09215,72.77552,False
178.192.19.203,26.91706,80.97586,False
90.79.51.10,23.83767,86.34167,False
30.30.85.62,23.63201,86.95675,False
130.86.169.164,19.12423,73.02319,False
186.164.86.142,28.67753,77.2831,False
126.51.120.10,23.69996,86.94155,False
24.141.202.124,28.94565,76.6354,False
70.192.225.185,28.68854,77.35989,False
106.84.109.246,26.87683,80.9456,False
21.123.243.207,23.50305,87.35414,False
38.63.142.144,28.57286,77.45682,False
111.201.26.45,28.90306,76.51215,False
22.72.196.84,28.14928,76.91136,False
101.4.18.133,28.37145,77.31846,False
72.142.67.54,28.91355,76.60175,False
94.3.121.200,18.4951,73.94862,False
1.27.202.243,27.53998,76.65784,False
164.151.169.151,26.82752,81.00466,False
41.120.201.1,28.44573,77.05928,False
221.66.14.92,12.96511,77.56105,False
